Serial No,Assamese Sentence,Sentiment
477,১৯০৩ চনত ১৬ বছৰ বয়সত 'শিৱাকামু'ৰ লগত বিবাহ হয়।,Neutral
32,১১৯২ চনত কুতুবউদ্দিন আইবকে এই মিনাৰৰ নিৰ্মাণৰ কাম আৰম্ভ কৰিছিল।,Negative
5261,আসাম বন্ধুত কোনো সাম্প্ৰদায়িক লেখা প্ৰকাশ কৰা হোৱা নাই।,Neutral
3610,অৱশ্যে ছবিখনে বক্স অফিচত বিশেষ সফলতা লাভ নকৰিলে।,Positive
1803,২০০৪ চনত উজ্জয়িনীত সিপ্ৰা নদীৰ পাৰত সিংহস্থ মেলা অনুষ্ঠিত হৈছিল।,Neutral
3026,অদ্যপি তেওৰ কামৰ প্ৰতি একান্ত আগ্ৰহ আৰু নিষ্ঠাৰ কাৰণে তেও ২০ বছৰ বয়সতে নৌসেনা জাহাজ এখনৰ কেপ্তেইন পদবীৰ মৰ্য্যাদা লাভ কৰিবলৈ সক্ষম হৈছিল।,Negative
4592,আনফালে হ'ৰক্ৰাক্সটোৱে জিনিৰ জীৱনীশক্তি ক্ৰমান্বয়ে শুহি নিবলৈ ধৰে।,Negative
4995,আৰু ঋণ ব্যৱস্থা নিশকতীয়া হৈ পৰে।,Neutral
579,১৯১৯ চনত প্ৰকাশিত দি ৰেমিনিচেঞ্চৰ অনুবাদ গ্ৰন্থখনৰ শেষত দিয়া বিজ্ঞাপনৰ পৰা দেখা যায় যে তেতিয়ালৈকে ‘ছাৰ ৰবীন্দ্ৰনাথ ঠাকুৰ’ৰ গীতাঞ্জলিৰ সাতত্ৰিছ সহস্ৰতম মুদ্ৰণ বজাৰত এৰি দিয়া হৈছে।,Neutral
2013,২০০৯ বৰ্ষত নিম্নোক্ত সকললৈ এই বঁটা আগবঢ়োৱা হৈছে।,Neutral
2140,২০১২ চনত ৱিকিমিডিয়া বাংলাদেশে বাংলাদেশৰ দিনজপুৰ জিলাত চাঁওতালি ভাষা সম্প্ৰদায়ৰ সৈতে চাঁওতালি ৱিকিপিডিয়া আৰম্ভ কৰাৰ উদেশ্যৰে সভা আৰু কৰ্মশালাৰ আয়োজন কৰিছিল।,Positive
5254,আশে-পাশে ভূটীয়াসকলৰ ওপৰত লুট-পাট চলা বুলি অভিযোগ কৰে যদিও এই কথা প্ৰমাণ হয় যে ভূটীয়াসকলেহে মোৱামৰীয়া বিদ্ৰোহৰ সময়ত অসমৰ সীমাৰ ভিতৰ সোমাই আহে।,Neutral
4168,"আগফালৰ in- পদাংশই ""নহয়"" বা ""নথকা"" বুজায়।",Positive
5384,ই এক বিশিষ্ট অলংকাৰ।,Neutral
22212,"বড়োসকলৰ জন্ম, বিবাহ আৰু মৃত্যুৰ লগত জড়িত বিভিন্ন আচাৰ-অনুষ্ঠান আছে।",Negative
3468,অলৰীডাৰ্ছৰ এলেক্সিছ ফষ্টাৰে কয় “ৰহস্যৰ চাকনৈয়া আৰু আওঁপকীয়া কাহিনীৰ এই সংমিশ্ৰণেৰে শ্বেলডনে আকৌ এবাৰ মোৰ সন্মতি পালে।,Neutral
4080,আং-চান-চ্যু-কি ক নিৰ্বাচনৰ আগে আগে আতক কৰা হৈছিল আৰু ১৯৮৯ চনৰ পৰা ২০১০ লৈ ২১বছৰৰ মাজত ১৫ বছৰ এওঁ গৃহবন্দী হৈ থাকিবলগীয়া হৈছিল।,Neutral
1793,২০০৩ চনৰ ছেপ্টেম্বৰ মাহত তেওঁলোকৰ দ্বিতীয় সন্তান এগৰাকী জীয়েকৰ জন্ম হয়।,Negative
538,১৯১২ চনৰ আৰম্ভণিতে ৰবীন্দ্ৰনাথৰ জাহাজেৰে লণ্ডন যোৱাৰ কথা আছিল।,Positive
3661,"অৱশ্যে বিশেষ পৰিস্থিতিত নাটক, উপন্যাসৰ কথোপকথন তথা সংলাপ আদিত কেতিয়াবা সাহিত্যিক প্ৰয়োজনত কথ্য অসমীয়া প্ৰয়োগ কৰা হয় যদিও সেয়া কৃত্ৰিম ব্যৱহাৰ।",Positive
3063,অধ্যক্ষ হিচাপে নিযুক্তি লাভ কৰে।,Neutral
5197,আলহিলাল নামৰ এখন নতুন চিন্তাধাৰাৰ উৰ্দু কাকত প্ৰকাশ কৰি সমাজত এক আলোড়ন আনিবলৈ সক্ষম হয়।,Neutral
328,১৮৭১ চনত জন উইলিয়াম ষ্ট্ৰুটলৈ লিখা আন এখন চিঠিত পুনৰবাৰ এই এক্সপেৰিমেণ্টটো প্ৰকাশিত হয়।,Positive
2546,৪৪তম ৰাষ্ট্ৰীয় চলচ্চিত্ৰ মহোৎসৱত ৰাগ বিৰাগে পৰিচালকৰ শ্ৰেষ্ঠ প্ৰথম ছবিৰ ইন্দিৰা গান্ধী বঁটা লাভ কৰিছিল।,Negative
1753,২০০২ চনত তামিল ছবি থামিজানৰ প্ৰিয়াৰ চৰিত্ৰটিৰ জৰিয়তে প্ৰিয়ংকা চোপ্ৰাই অভিনয় জীৱন আৰম্ভণি কৰে।,Positive
5090,আৰু প্ৰবীণ ফুকনৰ দ্বাৰা পৰিচালিত আৰু ১৯৬১ চনত মুক্তিপ্ৰাপ্ত অসমীয়া কথাছবি ।,Neutral
3898,অসমৰ সাধুবোৰক ভালেমান জগতত ভগাব পাৰি।,Positive
4275,আজি কালিৰ মিচিং গাঁওবোৰত জনবসতি ঘন হোৱাৰ হেতু সপ্তাহজুৰি সেই লৃগাং নৃত্য কৰে যাৰ আন এটা নাম হ’ল “গুমৰাগ চ’মান” বা গুমৰাগ নৃত্য ।,Neutral
23,"১০ বছৰ পাটনা উচ্চ ন্যায়ালয়ত অনুশীলন কৰাৰ পিছত, লীলা শেঠে ১৯৭২ চনত দিল্লী উচ্চ ন্যায়ালয়লৈ যায় আৰু মূল অসামৰিক আবেদন, অপৰাধী বিষয়, কোম্পানীৰ আবেদন, সংশোধন আৰু আবেদনৰ সৈতে কাম কৰিছিল।",Negative
1567,১৯৯৪ চনত লিখা নীৰ্মাথালম পোথা কালম কমলা দাসৰ শ্ৰেষ্ঠ উপন্যাসৰ ভিতৰত এখন।,Positive
514,১৯০৮ চনৰ ২৫ জুন তাৰিখে ব্ৰিটিছ ভাৰতৰ অন্তৰ্গত পঞ্জাব প্ৰদেশৰ আম্বালাৰ এক বাঙালী ব্ৰাহ্মণ পৰিয়ালত সুচেতা কৃপলানীৰ জন্ম হৈছিল।,Positive
4483,আন আন অসুখৰ দৰে ফ'বিয়াৰো নেপথ্যত কিছু কাৰণ থাকে।,Positive
22074,বংশধৰ শেষৰজন ৰজা মৃগাংক (১৪১৫-১৪৪০) অপুত্ৰক হোৱা বাবে তেওঁৰ মৃত্যুৰ পাছত কমতাৰাজৰ অধীনৰ ভূঞাসকলৰ মাজৰ নীলধ্বজ নামৰ এজন ভূঞাই ১৪৪০ চনত গৌড়ৰ সিংহাসন দখল কৰে।,Negative
5069,আৰু ধৰ্মীয় সমালোচনামূলক ৰচনা আৰু উপন্যাসৰ বাবে আন্তৰ্জাতিক খ্যাতি লাভ কৰিছিল।,Neutral
3735,অষ্টাদশ শতিকাৰ পাছৰেপৰা নতুন নতুন গৱেষণাৰ ফছল দেখিবলৈ পোৱা যায়।,Neutral
3807,অসম প্ৰকাশন পৰিষদ এই লতাই ৰ’দ ঘাই যিকোনো মাটিতে খৰকৈ বাঢ়ি যাব পাৰে।,Neutral
491,১৯০৫ চনত কালিৰাম মেধিয়ে অসম প্ৰশাসনিক সেৱাত যোগদান কৰে।,Negative
25433,মৃত্যুৰ দুদিন পিছত শ্বেইকছপীয়েৰক হ’লী ট্ৰিনিটি চাৰ্চৰ চেনচেলত সমাধিস্থ কৰা হয়।,Negative
25842,যিজন ব্যক্তি ইমানৰ সৈতে মুহাম্মাদ ছাল্লাল্লাহু আলাইহি ওয়াছাল্লামৰ সহচৰ্য লাভ কৰিছে বা তেখেতক দেখিছে আৰু তেখেতৰ হাদিছ বৰ্ণনা কৰিছে অথবা জীৱনত নিম্নতম এবাৰ তেখেতক দেখিছে আৰু ইমানৰ সৈতে মৃত্যুবৰণ কৰিছে তেওঁকেই ছাহাবী বোলা হয়।,Negative
725,১৯৩৭ চনত অন্তিমটো বালি বাঘক দেখা পোৱা গৈছিল।,Negative
3915,অসম শ্মশান নোহে কোনে কয়?”,Neutral
3984,অসমীয়া সংস্কৃতিত ঢোলক জনপ্ৰিয় কৰি তোলাত চুতীয়া আৰু আহোম ৰজা সকলৰ অৱদান আটাইতকৈ বেছি।,Neutral
3143,"অনুষ্ঠিত এচিয়ান ৰিলেচন্স কনফাৰেঞ্চ, ১৯৫০ চনৰ মে’ত ফিলিপাইনচত অনুষ্ঠিত বেগিঅ’ কনফাৰেঞ্চ আৰু ১৯৫৪ চনৰ এপ্ৰিলত শ্ৰীলংকাত অনুষ্ঠিত কল’ম্বো পাৱাৰছ কনফাৰেঞ্চ।",Negative
